ALL_DAEs (including all genes within 10kb of DAEs)																		
# GO	NS	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	enrichment	p_fdr_bh	study_items								
..GO:0007154	BP	cell communication	54/1165	269/9865	7.38E-05	2	54	1.699858002	0.024855591	LALB_v3.1_00052, LALB_v3.1_00053, LALB_v3.1_00165, LALB_v3.1_00226, LALB_v3.1_00437, LALB_v3.1_00538, LALB_v3.1_00989, LALB_v3.1_01515, LALB_v3.1_01846, LALB_v3.1_01936, LALB_v3.1_02389, LALB_v3.1_02527, LALB_v3.1_02948, LALB_v3.1_03151, LALB_v3.1_03168, LALB_v3.1_03364, LALB_v3.1_03501, LALB_v3.1_03583, LALB_v3.1_03603, LALB_v3.1_03776, LALB_v3.1_03887, LALB_v3.1_03936, LALB_v3.1_04039, LALB_v3.1_04591, LALB_v3.1_04612, LALB_v3.1_04626, LALB_v3.1_05444, LALB_v3.1_05966, LALB_v3.1_05997, LALB_v3.1_06054, LALB_v3.1_06815, LALB_v3.1_07446, LALB_v3.1_07620, LALB_v3.1_07689, LALB_v3.1_07812, LALB_v3.1_08061, LALB_v3.1_08149, LALB_v3.1_08310, LALB_v3.1_08348, LALB_v3.1_08349, LALB_v3.1_08351, LALB_v3.1_08420, LALB_v3.1_08464, LALB_v3.1_08809, LALB_v3.1_08857, LALB_v3.1_08927, LALB_v3.1_09119, LALB_v3.1_09278, LALB_v3.1_09402, LALB_v3.1_09988, LALB_v3.1_09990, LALB_v3.1_09992, LALB_v3.1_10682, LALB_v3.1_10812								
....GO:0042127	BP	regulation of cell population proliferation	69/1165	345/9865	8.25E-06	4	69	1.693562232	0.005229533	LALB_v3.1_00226, LALB_v3.1_00310, LALB_v3.1_00415, LALB_v3.1_00419, LALB_v3.1_00538, LALB_v3.1_00869, LALB_v3.1_01007, LALB_v3.1_01044, LALB_v3.1_01412, LALB_v3.1_01515, LALB_v3.1_01786, LALB_v3.1_01935, LALB_v3.1_02034, LALB_v3.1_02104, LALB_v3.1_02233, LALB_v3.1_02566, LALB_v3.1_02597, LALB_v3.1_02969, LALB_v3.1_03180, LALB_v3.1_03291, LALB_v3.1_03501, LALB_v3.1_03582, LALB_v3.1_03585, LALB_v3.1_03936, LALB_v3.1_04039, LALB_v3.1_04126, LALB_v3.1_04368, LALB_v3.1_04554, LALB_v3.1_04591, LALB_v3.1_04612, LALB_v3.1_04737, LALB_v3.1_05193, LALB_v3.1_05489, LALB_v3.1_05530, LALB_v3.1_05671, LALB_v3.1_05810, LALB_v3.1_05811, LALB_v3.1_05826, LALB_v3.1_05988, LALB_v3.1_05997, LALB_v3.1_06567, LALB_v3.1_06815, LALB_v3.1_07299, LALB_v3.1_07576, LALB_v3.1_07858, LALB_v3.1_07862, LALB_v3.1_07992, LALB_v3.1_08053, LALB_v3.1_08153, LALB_v3.1_08194, LALB_v3.1_08221, LALB_v3.1_08279, LALB_v3.1_08293, LALB_v3.1_08464, LALB_v3.1_08501, LALB_v3.1_08510, LALB_v3.1_08627, LALB_v3.1_08635, LALB_v3.1_08637, LALB_v3.1_08648, LALB_v3.1_08652, LALB_v3.1_08809, LALB_v3.1_09278, LALB_v3.1_09489, LALB_v3.1_09801, LALB_v3.1_09992, LALB_v3.1_10027, LALB_v3.1_10080, LALB_v3.1_10717								
..GO:0030054	CC	cell junction	89/1165	472/9865	5.04E-06	2	89	1.596684731	0.003858113	LALB_v3.1_00056, LALB_v3.1_00112, LALB_v3.1_00165, LALB_v3.1_00437, LALB_v3.1_00442, LALB_v3.1_00538, LALB_v3.1_00841, LALB_v3.1_00865, LALB_v3.1_00989, LALB_v3.1_01410, LALB_v3.1_01515, LALB_v3.1_01652, LALB_v3.1_01846, LALB_v3.1_02200, LALB_v3.1_02389, LALB_v3.1_02526, LALB_v3.1_02566, LALB_v3.1_02664, LALB_v3.1_02759, LALB_v3.1_02980, LALB_v3.1_03168, LALB_v3.1_03291, LALB_v3.1_03366, LALB_v3.1_03394, LALB_v3.1_03501, LALB_v3.1_03746, LALB_v3.1_03776, LALB_v3.1_03887, LALB_v3.1_03936, LALB_v3.1_04103, LALB_v3.1_04368, LALB_v3.1_04457, LALB_v3.1_04554, LALB_v3.1_04591, LALB_v3.1_04626, LALB_v3.1_04667, LALB_v3.1_05173, LALB_v3.1_05444, LALB_v3.1_05525, LALB_v3.1_05663, LALB_v3.1_05815, LALB_v3.1_05930, LALB_v3.1_05981, LALB_v3.1_06058, LALB_v3.1_06097, LALB_v3.1_06107, LALB_v3.1_06143, LALB_v3.1_06178, LALB_v3.1_06474, LALB_v3.1_06480, LALB_v3.1_06491, LALB_v3.1_06683, LALB_v3.1_06815, LALB_v3.1_07140, LALB_v3.1_07419, LALB_v3.1_07576, LALB_v3.1_07812, LALB_v3.1_07820, LALB_v3.1_07870, LALB_v3.1_07918, LALB_v3.1_07921, LALB_v3.1_08061, LALB_v3.1_08151, LALB_v3.1_08194, LALB_v3.1_08310, LALB_v3.1_08347, LALB_v3.1_08348, LALB_v3.1_08349, LALB_v3.1_08351, LALB_v3.1_08420, LALB_v3.1_08621, LALB_v3.1_08644, LALB_v3.1_08927, LALB_v3.1_08947, LALB_v3.1_09017, LALB_v3.1_09119, LALB_v3.1_09242, LALB_v3.1_09380, LALB_v3.1_09381, LALB_v3.1_09402, LALB_v3.1_09486, LALB_v3.1_09511, LALB_v3.1_09512, LALB_v3.1_09988, LALB_v3.1_09992, LALB_v3.1_10612, LALB_v3.1_10682, LALB_v3.1_10714, LALB_v3.1_10812								
....GO:0043005	CC	neuron projection	63/1165	340/9865	0.000219672	4	63	1.569035597	0.03739314	LALB_v3.1_00437, LALB_v3.1_00442, LALB_v3.1_00605, LALB_v3.1_00865, LALB_v3.1_01054, LALB_v3.1_01620, LALB_v3.1_02013, LALB_v3.1_02017, LALB_v3.1_02034, LALB_v3.1_02566, LALB_v3.1_02787, LALB_v3.1_02807, LALB_v3.1_03366, LALB_v3.1_03394, LALB_v3.1_03521, LALB_v3.1_03583, LALB_v3.1_03612, LALB_v3.1_03650, LALB_v3.1_03660, LALB_v3.1_04115, LALB_v3.1_04591, LALB_v3.1_04626, LALB_v3.1_04627, LALB_v3.1_04953, LALB_v3.1_05444, LALB_v3.1_05981, LALB_v3.1_06097, LALB_v3.1_06107, LALB_v3.1_06143, LALB_v3.1_06178, LALB_v3.1_06474, LALB_v3.1_06683, LALB_v3.1_06815, LALB_v3.1_06828, LALB_v3.1_07375, LALB_v3.1_07610, LALB_v3.1_07689, LALB_v3.1_07820, LALB_v3.1_07898, LALB_v3.1_07899, LALB_v3.1_08089, LALB_v3.1_08090, LALB_v3.1_08151, LALB_v3.1_08310, LALB_v3.1_08348, LALB_v3.1_08349, LALB_v3.1_08351, LALB_v3.1_08420, LALB_v3.1_08644, LALB_v3.1_08846, LALB_v3.1_08927, LALB_v3.1_08947, LALB_v3.1_09017, LALB_v3.1_09278, LALB_v3.1_09380, LALB_v3.1_09381, LALB_v3.1_09402, LALB_v3.1_09801, LALB_v3.1_09964, LALB_v3.1_09992, LALB_v3.1_10410, LALB_v3.1_10499, LALB_v3.1_10682								
...GO:0098590	CC	plasma membrane region	80/1165	445/9865	0.000114555	3	80	1.52230313	0.033810587	LALB_v3.1_00112, LALB_v3.1_00437, LALB_v3.1_00841, LALB_v3.1_00849, LALB_v3.1_00989, LALB_v3.1_01051, LALB_v3.1_01150, LALB_v3.1_01515, LALB_v3.1_01786, LALB_v3.1_02200, LALB_v3.1_02520, LALB_v3.1_02526, LALB_v3.1_02566, LALB_v3.1_02759, LALB_v3.1_02977, LALB_v3.1_02980, LALB_v3.1_03151, LALB_v3.1_03307, LALB_v3.1_03366, LALB_v3.1_03389, LALB_v3.1_03603, LALB_v3.1_03641, LALB_v3.1_03660, LALB_v3.1_03887, LALB_v3.1_03952, LALB_v3.1_04115, LALB_v3.1_04240, LALB_v3.1_04457, LALB_v3.1_04569, LALB_v3.1_04667, LALB_v3.1_05173, LALB_v3.1_05275, LALB_v3.1_05444, LALB_v3.1_05546, LALB_v3.1_05766, LALB_v3.1_05815, LALB_v3.1_05966, LALB_v3.1_06097, LALB_v3.1_06103, LALB_v3.1_06107, LALB_v3.1_06143, LALB_v3.1_06474, LALB_v3.1_06683, LALB_v3.1_06815, LALB_v3.1_06817, LALB_v3.1_06828, LALB_v3.1_07003, LALB_v3.1_07393, LALB_v3.1_07446, LALB_v3.1_07689, LALB_v3.1_07812, LALB_v3.1_07820, LALB_v3.1_07870, LALB_v3.1_07871, LALB_v3.1_07896, LALB_v3.1_07918, LALB_v3.1_08061, LALB_v3.1_08130, LALB_v3.1_08194, LALB_v3.1_08235, LALB_v3.1_08293, LALB_v3.1_08310, LALB_v3.1_08348, LALB_v3.1_08349, LALB_v3.1_08351, LALB_v3.1_08420, LALB_v3.1_08627, LALB_v3.1_08644, LALB_v3.1_08648, LALB_v3.1_08652, LALB_v3.1_08848, LALB_v3.1_08857, LALB_v3.1_08947, LALB_v3.1_09402, LALB_v3.1_09490, LALB_v3.1_09801, LALB_v3.1_09988, LALB_v3.1_09992, LALB_v3.1_10027, LALB_v3.1_10499								
..GO:0009653	BP	anatomical structure morphogenesis	113/1165	639/9865	6.18E-06	2	113	1.497437654	0.004758175	LALB_v3.1_00052, LALB_v3.1_00053, LALB_v3.1_00419, LALB_v3.1_00437, LALB_v3.1_00443, LALB_v3.1_00841, LALB_v3.1_00869, LALB_v3.1_00917, LALB_v3.1_01054, LALB_v3.1_01245, LALB_v3.1_01515, LALB_v3.1_01558, LALB_v3.1_01620, LALB_v3.1_01681, LALB_v3.1_01708, LALB_v3.1_01936, LALB_v3.1_02013, LALB_v3.1_02017, LALB_v3.1_02034, LALB_v3.1_02103, LALB_v3.1_02200, LALB_v3.1_02233, LALB_v3.1_02353, LALB_v3.1_02543, LALB_v3.1_02759, LALB_v3.1_02775, LALB_v3.1_02807, LALB_v3.1_03215, LALB_v3.1_03444, LALB_v3.1_03445, LALB_v3.1_03505, LALB_v3.1_03582, LALB_v3.1_03650, LALB_v3.1_03660, LALB_v3.1_03675, LALB_v3.1_03695, LALB_v3.1_03776, LALB_v3.1_04018, LALB_v3.1_04126, LALB_v3.1_04443, LALB_v3.1_04457, LALB_v3.1_04464, LALB_v3.1_04588, LALB_v3.1_04591, LALB_v3.1_04612, LALB_v3.1_04627, LALB_v3.1_04927, LALB_v3.1_04957, LALB_v3.1_05066, LALB_v3.1_05193, LALB_v3.1_05489, LALB_v3.1_05546, LALB_v3.1_05587, LALB_v3.1_05733, LALB_v3.1_05766, LALB_v3.1_05815, LALB_v3.1_05826, LALB_v3.1_05930, LALB_v3.1_05997, LALB_v3.1_06018, LALB_v3.1_06024, LALB_v3.1_06097, LALB_v3.1_06107, LALB_v3.1_06178, LALB_v3.1_06343, LALB_v3.1_06345, LALB_v3.1_06461, LALB_v3.1_06544, LALB_v3.1_06567, LALB_v3.1_07299, LALB_v3.1_07306, LALB_v3.1_07308, LALB_v3.1_07349, LALB_v3.1_07610, LALB_v3.1_07786, LALB_v3.1_07858, LALB_v3.1_07918, LALB_v3.1_07928, LALB_v3.1_08053, LALB_v3.1_08090, LALB_v3.1_08091, LALB_v3.1_08153, LALB_v3.1_08194, LALB_v3.1_08221, LALB_v3.1_08279, LALB_v3.1_08347, LALB_v3.1_08348, LALB_v3.1_08395, LALB_v3.1_08402, LALB_v3.1_08404, LALB_v3.1_08464, LALB_v3.1_08501, LALB_v3.1_08621, LALB_v3.1_08627, LALB_v3.1_08644, LALB_v3.1_08648, LALB_v3.1_08650, LALB_v3.1_08652, LALB_v3.1_08665, LALB_v3.1_08689, LALB_v3.1_08809, LALB_v3.1_08927, LALB_v3.1_08976, LALB_v3.1_09119, LALB_v3.1_09278, LALB_v3.1_09372, LALB_v3.1_09489, LALB_v3.1_09490, LALB_v3.1_09801, LALB_v3.1_09945, LALB_v3.1_10027, LALB_v3.1_10410, LALB_v3.1_10777								
...GO:0030154	BP	cell differentiation	93/1165	536/9865	0.000107474	3	93	1.469228429	0.031289331	LALB_v3.1_00052, LALB_v3.1_00053, LALB_v3.1_00165, LALB_v3.1_00310, LALB_v3.1_00343, LALB_v3.1_00419, LALB_v3.1_00500, LALB_v3.1_00720, LALB_v3.1_00822, LALB_v3.1_01515, LALB_v3.1_01681, LALB_v3.1_01708, LALB_v3.1_01786, LALB_v3.1_01906, LALB_v3.1_01936, LALB_v3.1_02034, LALB_v3.1_02200, LALB_v3.1_02233, LALB_v3.1_02515, LALB_v3.1_02597, LALB_v3.1_02664, LALB_v3.1_02697, LALB_v3.1_02769, LALB_v3.1_02969, LALB_v3.1_03026, LALB_v3.1_03293, LALB_v3.1_03501, LALB_v3.1_03505, LALB_v3.1_03582, LALB_v3.1_04018, LALB_v3.1_04039, LALB_v3.1_04126, LALB_v3.1_04174, LALB_v3.1_04392, LALB_v3.1_04591, LALB_v3.1_04612, LALB_v3.1_04846, LALB_v3.1_04927, LALB_v3.1_04957, LALB_v3.1_05066, LALB_v3.1_05077, LALB_v3.1_05193, LALB_v3.1_05489, LALB_v3.1_05530, LALB_v3.1_05546, LALB_v3.1_05587, LALB_v3.1_05813, LALB_v3.1_05815, LALB_v3.1_05826, LALB_v3.1_05997, LALB_v3.1_06178, LALB_v3.1_06345, LALB_v3.1_06355, LALB_v3.1_06400, LALB_v3.1_06409, LALB_v3.1_06529, LALB_v3.1_06544, LALB_v3.1_06567, LALB_v3.1_06840, LALB_v3.1_07299, LALB_v3.1_07306, LALB_v3.1_07446, LALB_v3.1_07621, LALB_v3.1_07777, LALB_v3.1_07786, LALB_v3.1_07814, LALB_v3.1_07870, LALB_v3.1_08053, LALB_v3.1_08090, LALB_v3.1_08194, LALB_v3.1_08221, LALB_v3.1_08261, LALB_v3.1_08303, LALB_v3.1_08349, LALB_v3.1_08351, LALB_v3.1_08420, LALB_v3.1_08466, LALB_v3.1_08467, LALB_v3.1_08501, LALB_v3.1_08621, LALB_v3.1_08627, LALB_v3.1_08634, LALB_v3.1_08644, LALB_v3.1_08921, LALB_v3.1_08976, LALB_v3.1_09486, LALB_v3.1_09489, LALB_v3.1_09633, LALB_v3.1_09798, LALB_v3.1_09803, LALB_v3.1_09992, LALB_v3.1_10027, LALB_v3.1_10240								
...GO:0051239	BP	regulation of multicellular organismal process	113/1165	678/9865	9.80E-05	3	113	1.41130186	0.029308855	LALB_v3.1_00052, LALB_v3.1_00053, LALB_v3.1_00310, LALB_v3.1_00419, LALB_v3.1_00538, LALB_v3.1_00664, LALB_v3.1_00841, LALB_v3.1_00849, LALB_v3.1_00893, LALB_v3.1_01007, LALB_v3.1_01092, LALB_v3.1_01515, LALB_v3.1_01786, LALB_v3.1_01846, LALB_v3.1_01866, LALB_v3.1_01936, LALB_v3.1_02034, LALB_v3.1_02103, LALB_v3.1_02104, LALB_v3.1_02515, LALB_v3.1_02566, LALB_v3.1_02597, LALB_v3.1_02662, LALB_v3.1_02664, LALB_v3.1_02787, LALB_v3.1_02969, LALB_v3.1_03180, LALB_v3.1_03366, LALB_v3.1_03445, LALB_v3.1_03501, LALB_v3.1_03505, LALB_v3.1_03583, LALB_v3.1_03641, LALB_v3.1_03936, LALB_v3.1_04022, LALB_v3.1_04039, LALB_v3.1_04174, LALB_v3.1_04392, LALB_v3.1_04429, LALB_v3.1_04591, LALB_v3.1_04626, LALB_v3.1_04737, LALB_v3.1_04927, LALB_v3.1_05193, LALB_v3.1_05243, LALB_v3.1_05456, LALB_v3.1_05530, LALB_v3.1_05546, LALB_v3.1_05671, LALB_v3.1_05766, LALB_v3.1_05815, LALB_v3.1_05826, LALB_v3.1_05930, LALB_v3.1_05981, LALB_v3.1_05988, LALB_v3.1_06033, LALB_v3.1_06086, LALB_v3.1_06143, LALB_v3.1_06345, LALB_v3.1_06355, LALB_v3.1_06409, LALB_v3.1_06427, LALB_v3.1_06479, LALB_v3.1_06544, LALB_v3.1_06724, LALB_v3.1_06815, LALB_v3.1_07042, LALB_v3.1_07299, LALB_v3.1_07306, LALB_v3.1_07308, LALB_v3.1_07397, LALB_v3.1_07576, LALB_v3.1_07610, LALB_v3.1_07620, LALB_v3.1_07689, LALB_v3.1_07778, LALB_v3.1_07786, LALB_v3.1_07814, LALB_v3.1_07828, LALB_v3.1_07867, LALB_v3.1_07871, LALB_v3.1_07930, LALB_v3.1_08053, LALB_v3.1_08090, LALB_v3.1_08153, LALB_v3.1_08194, LALB_v3.1_08221, LALB_v3.1_08235, LALB_v3.1_08279, LALB_v3.1_08348, LALB_v3.1_08349, LALB_v3.1_08351, LALB_v3.1_08365, LALB_v3.1_08464, LALB_v3.1_08501, LALB_v3.1_08510, LALB_v3.1_08627, LALB_v3.1_08635, LALB_v3.1_08637, LALB_v3.1_08644, LALB_v3.1_08976, LALB_v3.1_09085, LALB_v3.1_09489, LALB_v3.1_09801, LALB_v3.1_09865, LALB_v3.1_10027, LALB_v3.1_10131, LALB_v3.1_10410, LALB_v3.1_10617, LALB_v3.1_10682, LALB_v3.1_10717, LALB_v3.1_10771, LALB_v3.1_10907								
..GO:0048869	BP	cellular developmental process	150/1165	911/9865	1.19E-05	2	150	1.394260893	0.006569276	LALB_v3.1_00052, LALB_v3.1_00053, LALB_v3.1_00062, LALB_v3.1_00165, LALB_v3.1_00210, LALB_v3.1_00310, LALB_v3.1_00343, LALB_v3.1_00419, LALB_v3.1_00437, LALB_v3.1_00443, LALB_v3.1_00500, LALB_v3.1_00720, LALB_v3.1_00822, LALB_v3.1_00841, LALB_v3.1_00917, LALB_v3.1_01007, LALB_v3.1_01515, LALB_v3.1_01681, LALB_v3.1_01708, LALB_v3.1_01786, LALB_v3.1_01846, LALB_v3.1_01906, LALB_v3.1_01936, LALB_v3.1_02034, LALB_v3.1_02200, LALB_v3.1_02233, LALB_v3.1_02246, LALB_v3.1_02353, LALB_v3.1_02439, LALB_v3.1_02515, LALB_v3.1_02518, LALB_v3.1_02543, LALB_v3.1_02597, LALB_v3.1_02664, LALB_v3.1_02697, LALB_v3.1_02759, LALB_v3.1_02769, LALB_v3.1_02969, LALB_v3.1_03026, LALB_v3.1_03177, LALB_v3.1_03215, LALB_v3.1_03293, LALB_v3.1_03501, LALB_v3.1_03505, LALB_v3.1_03582, LALB_v3.1_03675, LALB_v3.1_03776, LALB_v3.1_04018, LALB_v3.1_04039, LALB_v3.1_04126, LALB_v3.1_04174, LALB_v3.1_04329, LALB_v3.1_04392, LALB_v3.1_04591, LALB_v3.1_04612, LALB_v3.1_04846, LALB_v3.1_04927, LALB_v3.1_04957, LALB_v3.1_05066, LALB_v3.1_05077, LALB_v3.1_05122, LALB_v3.1_05193, LALB_v3.1_05489, LALB_v3.1_05530, LALB_v3.1_05546, LALB_v3.1_05587, LALB_v3.1_05810, LALB_v3.1_05813, LALB_v3.1_05815, LALB_v3.1_05826, LALB_v3.1_05988, LALB_v3.1_05997, LALB_v3.1_06024, LALB_v3.1_06051, LALB_v3.1_06054, LALB_v3.1_06082, LALB_v3.1_06097, LALB_v3.1_06143, LALB_v3.1_06162, LALB_v3.1_06177, LALB_v3.1_06178, LALB_v3.1_06343, LALB_v3.1_06345, LALB_v3.1_06355, LALB_v3.1_06400, LALB_v3.1_06409, LALB_v3.1_06461, LALB_v3.1_06529, LALB_v3.1_06544, LALB_v3.1_06567, LALB_v3.1_06840, LALB_v3.1_07299, LALB_v3.1_07306, LALB_v3.1_07308, LALB_v3.1_07344, LALB_v3.1_07431, LALB_v3.1_07446, LALB_v3.1_07576, LALB_v3.1_07621, LALB_v3.1_07777, LALB_v3.1_07786, LALB_v3.1_07814, LALB_v3.1_07821, LALB_v3.1_07837, LALB_v3.1_07870, LALB_v3.1_07898, LALB_v3.1_07899, LALB_v3.1_07970, LALB_v3.1_08053, LALB_v3.1_08090, LALB_v3.1_08153, LALB_v3.1_08194, LALB_v3.1_08221, LALB_v3.1_08261, LALB_v3.1_08303, LALB_v3.1_08347, LALB_v3.1_08349, LALB_v3.1_08351, LALB_v3.1_08395, LALB_v3.1_08402, LALB_v3.1_08420, LALB_v3.1_08466, LALB_v3.1_08467, LALB_v3.1_08501, LALB_v3.1_08621, LALB_v3.1_08627, LALB_v3.1_08634, LALB_v3.1_08644, LALB_v3.1_08921, LALB_v3.1_08927, LALB_v3.1_08976, LALB_v3.1_09119, LALB_v3.1_09402, LALB_v3.1_09486, LALB_v3.1_09489, LALB_v3.1_09511, LALB_v3.1_09512, LALB_v3.1_09633, LALB_v3.1_09798, LALB_v3.1_09803, LALB_v3.1_09945, LALB_v3.1_09987, LALB_v3.1_09988, LALB_v3.1_09992, LALB_v3.1_10027, LALB_v3.1_10184, LALB_v3.1_10240, LALB_v3.1_10272, LALB_v3.1_10682, LALB_v3.1_10777								
....GO:0010646	BP	regulation of cell communication	146/1165	890/9865	2.03E-05	4	146	1.389101606	0.00949101	LALB_v3.1_00052, LALB_v3.1_00053, LALB_v3.1_00056, LALB_v3.1_00112, LALB_v3.1_00210, LALB_v3.1_00226, LALB_v3.1_00664, LALB_v3.1_00822, LALB_v3.1_00841, LALB_v3.1_00893, LALB_v3.1_00988, LALB_v3.1_01007, LALB_v3.1_01051, LALB_v3.1_01054, LALB_v3.1_01150, LALB_v3.1_01365, LALB_v3.1_01412, LALB_v3.1_01512, LALB_v3.1_01522, LALB_v3.1_01652, LALB_v3.1_01846, LALB_v3.1_01866, LALB_v3.1_01885, LALB_v3.1_01908, LALB_v3.1_01936, LALB_v3.1_02034, LALB_v3.1_02051, LALB_v3.1_02389, LALB_v3.1_02520, LALB_v3.1_02527, LALB_v3.1_02566, LALB_v3.1_02662, LALB_v3.1_02729, LALB_v3.1_02977, LALB_v3.1_03151, LALB_v3.1_03180, LALB_v3.1_03215, LALB_v3.1_03258, LALB_v3.1_03291, LALB_v3.1_03379, LALB_v3.1_03501, LALB_v3.1_03505, LALB_v3.1_03521, LALB_v3.1_03581, LALB_v3.1_03582, LALB_v3.1_03583, LALB_v3.1_03585, LALB_v3.1_03660, LALB_v3.1_03776, LALB_v3.1_04039, LALB_v3.1_04115, LALB_v3.1_04227, LALB_v3.1_04392, LALB_v3.1_04510, LALB_v3.1_04554, LALB_v3.1_04591, LALB_v3.1_04800, LALB_v3.1_04920, LALB_v3.1_04927, LALB_v3.1_05243, LALB_v3.1_05456, LALB_v3.1_05530, LALB_v3.1_05671, LALB_v3.1_05766, LALB_v3.1_05812, LALB_v3.1_05815, LALB_v3.1_05915, LALB_v3.1_05930, LALB_v3.1_05932, LALB_v3.1_05966, LALB_v3.1_05988, LALB_v3.1_06033, LALB_v3.1_06054, LALB_v3.1_06097, LALB_v3.1_06143, LALB_v3.1_06144, LALB_v3.1_06178, LALB_v3.1_06251, LALB_v3.1_06409, LALB_v3.1_06474, LALB_v3.1_06479, LALB_v3.1_06724, LALB_v3.1_06815, LALB_v3.1_07299, LALB_v3.1_07347, LALB_v3.1_07397, LALB_v3.1_07455, LALB_v3.1_07576, LALB_v3.1_07620, LALB_v3.1_07621, LALB_v3.1_07689, LALB_v3.1_07815, LALB_v3.1_07860, LALB_v3.1_07918, LALB_v3.1_07921, LALB_v3.1_07930, LALB_v3.1_08053, LALB_v3.1_08061, LALB_v3.1_08132, LALB_v3.1_08149, LALB_v3.1_08151, LALB_v3.1_08194, LALB_v3.1_08221, LALB_v3.1_08227, LALB_v3.1_08279, LALB_v3.1_08310, LALB_v3.1_08348, LALB_v3.1_08349, LALB_v3.1_08351, LALB_v3.1_08420, LALB_v3.1_08464, LALB_v3.1_08466, LALB_v3.1_08467, LALB_v3.1_08501, LALB_v3.1_08622, LALB_v3.1_08627, LALB_v3.1_08635, LALB_v3.1_08637, LALB_v3.1_08644, LALB_v3.1_08682, LALB_v3.1_08689, LALB_v3.1_08857, LALB_v3.1_08927, LALB_v3.1_08976, LALB_v3.1_09072, LALB_v3.1_09085, LALB_v3.1_09119, LALB_v3.1_09174, LALB_v3.1_09264, LALB_v3.1_09278, LALB_v3.1_09402, LALB_v3.1_09486, LALB_v3.1_09489, LALB_v3.1_09799, LALB_v3.1_09801, LALB_v3.1_09865, LALB_v3.1_09945, LALB_v3.1_09963, LALB_v3.1_09964, LALB_v3.1_09988, LALB_v3.1_09992, LALB_v3.1_10027, LALB_v3.1_10081, LALB_v3.1_10240, LALB_v3.1_10717, LALB_v3.1_10771								
